time,Land_cover_shrublands_WNV_08
1999.04166666667,0
1999.125,0
1999.20833333333,0
1999.29166666667,0
1999.375,0
1999.45833333333,0
1999.54166666667,0
1999.625,0
1999.70833333333,0
1999.79166666667,0
1999.875,0
1999.95833333333,0
2000.04166666667,0
2000.125,0
2000.20833333333,0
2000.29166666667,0
2000.375,0
2000.45833333333,0
2000.54166666667,0
2000.625,0
2000.70833333333,0.0032025641025641
2000.79166666667,0.00757317550973603
2000.875,0.00813506044693353
2000.95833333333,0.0169374678185251
2001.04166666667,0.00710057375148463
2001.125,0.0131102875151857
2001.20833333333,0.027353236865589
2001.29166666667,0.0407383811616698
2001.375,0.309284665469042
2001.45833333333,1.1263090714407
2001.54166666667,2.07930929626412
2001.625,3.10519845558713
2001.70833333333,3.66758716993907
2001.79166666667,4.39912319094304
2001.875,5.3093789218382
2001.95833333333,5.41340195170596
2002.04166666667,6.58367282918715
2002.125,6.12098947565434
2002.20833333333,6.26998984803782
2002.29166666667,6.58299346701409
2002.375,5.99337986684792
2002.45833333333,5.81417286428206
2002.54166666667,5.87996414230988
2002.625,6.09519535158256
2002.70833333333,8.59510677098797
2002.79166666667,10.2407764054394
2002.875,9.27479159115622
2002.95833333333,9.13607442977191
2003.04166666667,7.6026489193029
2003.125,7.91321173518626
2003.20833333333,7.89392470598833
2003.29166666667,8.90905011320162
2003.375,9.23243292489014
2003.45833333333,9.68225663727311
2003.54166666667,8.51581514135628
2003.625,8.38930546883202
2003.70833333333,9.89702946051838
2003.79166666667,11.3337647676556
2003.875,12.1463374934612
2003.95833333333,11.3803795607697
2004.04166666667,10.7735914325248
2004.125,10.6718521072137
2004.20833333333,10.0528240161647
2004.29166666667,9.35313651744047
2004.375,8.18596656487065
2004.45833333333,8.6317876344086
2004.54166666667,8.61543537227131
2004.625,8.27091864591864
2004.70833333333,6.74571365280957
2004.79166666667,6.72458176519185
2004.875,6.8802033492823
2004.95833333333,6.82438503666574
2005.04166666667,7.90508932280848
2005.125,8.56699057408602
2005.20833333333,8.79810256890178
2005.29166666667,8.93207526432638
2005.375,9.12037235916249
2005.45833333333,8.8572421294338
2005.54166666667,6.91104717376971
2005.625,7.22184394552816
2005.70833333333,5.69449872010421
2005.79166666667,5.63582315070293
2005.875,5.1347231515557
2005.95833333333,4.61556431953823
2006.04166666667,5.15029233568262
2006.125,5.05314940423079
2006.20833333333,4.81566400796793
2006.29166666667,4.80082035827892
2006.375,4.56104488151363
2006.45833333333,4.43913263182926
2006.54166666667,4.2484693877551
2006.625,4.62506142506142
2006.70833333333,5.23602835100044
2006.79166666667,5.34207362190159
2006.875,5.63450977828418
2006.95833333333,4.61137884872825
2007.04166666667,6.9223728898212
2007.125,6.86809420388218
2007.20833333333,6.89213343085846
2007.29166666667,6.48555683342917
2007.375,5.89817591799168
2007.45833333333,5.98814229249012
2007.54166666667,5.65698086685869
2007.625,6.895925259736
2007.70833333333,8.24370807054192
2007.79166666667,7.47640515222482
2007.875,6.60231202351886
2007.95833333333,6.13769014202874
2008.04166666667,6.59694368131868
2008.125,6.35359444582746
2008.20833333333,6.60318306829801
