extractions,simulations,randomisations
0.0956678700361011,0.0745481927710843,0.0725190839694656
0.0990909090909091,0.0743099787685775,0.0872093023255814
0.0938086303939962,0.0843373493975904,0.0886981402002861
0.0869947275922671,0.0909785932721713,0.0861694424330195
0.100469483568075,0.068733153638814,0.0752248569092396
0.0923913043478261,0.0820143884892086,0.0805604203152364
0.0994671403197158,0.0726872246696035,0.0709382151029748
0.1,0.0767543859649123,0.0697032436162871
0.0929432013769363,0.0651558073654391,0.0773121387283237
0.100974313551816,0.0731319554848967,0.0911127707244212
0.0898576512455516,0.0776287932251235,0.0932145305003427
0.087719298245614,0.0718025430067315,0.0687134502923977
0.105496453900709,0.089857045609258,0.0801815431164902
0.0954954954954955,0.0779036827195467,0.0880902043692741
0.0924690181124881,0.0716871832005793,0.0985294117647059
0.0901060070671378,0.0793650793650794,0.0743550834597876
0.0989632422243167,0.0815884476534296,0.0755265068990559
0.0877513711151737,0.0775800711743772,0.0770416024653313
0.0971128608923885,0.0794007490636704,0.0870195794053662
0.0926258992805755,0.0804676753782669,0.0858585858585859
0.0952821461609621,0.0814046288906624,0.0863531225905937
0.0921919096895579,0.0738595220854453,0.0716332378223496
0.0930018416206261,0.08359375,0.0689399555226093
0.0872359963269054,0.0795533845080251,0.086053412462908
0.0922509225092251,0.0790598290598291,0.0699619771863118
0.0993314231136581,0.0610526315789474,0.075725406935598
0.0957446808510638,0.0741268709907341,0.0740474478792236
0.0954095409540954,0.0688665710186514,0.074173971679029
0.0939226519337017,0.0754578754578755,0.0844481605351171
0.101398601398601,0.0839539607312119,0.0818754373687894
0.0883424408014572,0.0794117647058823,0.0921787709497207
0.102175969725639,0.0762829403606103,0.061241610738255
0.0886792452830189,0.0740203193033382,0.0758150113722517
0.0877034358047016,0.0784313725490196,0.0801369863013699
0.0977295162882527,0.0652631578947368,0.0804347826086956
0.0974025974025974,0.070383275261324,0.101646385110952
0.0867302688638335,0.0656167979002625,0.0668168168168168
0.103846153846154,0.0683506686478455,0.081419624217119
0.10213556174559,0.0688920454545455,0.0915492957746479
0.0901408450704225,0.0742506811989101,0.0694345025053686
0.0948509485094851,0.0755395683453237,0.0738507912584778
0.0929009640666082,0.0646481178396072,0.0810202550637659
0.0979147778785131,0.0895848506919155,0.0877323420074349
0.0900432900432901,0.0864864864864865,0.0885896527285613
0.0969289827255278,0.0608365019011407,0.0822391154111956
0.0895390070921986,0.0608695652173913,0.0773273273273273
0.0948434622467772,0.0821220930232558,0.0730706075533662
0.0867537313432836,0.0757162346521146,0.0820083682008368
0.0947176684881603,0.0761968981793661,0.0669957686882934
0.0938337801608579,0.0843023255813953,0.0734265734265734
0.0861594867094409,0.0698365527488856,0.0770909090909091
0.0933682373472949,0.0870195794053662,0.0758226037195994
0.0957820738137083,0.0793201133144476,0.0817843866171004
0.0922112802148612,0.0878661087866109,0.0773353751914242
0.0977312390924956,0.086803105151729,0.0769794721407625
0.0944595821980018,0.0781476121562952,0.0686346863468635
0.0930009587727709,0.0771331058020478,0.0836286321757619
0.0924908424908425,0.0784148397976391,0.0858895705521472
0.0957923008057296,0.0902629708599858,0.086987270155587
0.097985347985348,0.0907770515613653,0.0803127221037669
0.0938628158844765,0.0738595220854453,0.0786713286713287
0.0928505106778087,0.0905405405405405,0.0783444198078344
0.0914634146341463,0.0808157099697885,0.0711077844311377
0.0994525547445256,0.0832740213523132,0.0830244625648629
0.092511013215859,0.0725075528700906,0.0948406676783005
0.0864197530864197,0.0764989662301861,0.0845460845460845
0.0928308823529412,0.0753323485967504,0.0869565217391304
0.103298611111111,0.0785375761679079,0.0890227576974565
0.095903165735568,0.0894308943089431,0.0844667143879742
0.103290676416819,0.0999329309188464,0.0898328690807799
0.0945692883895131,0.0789657582110412,0.0755265068990559
0.0950734658599827,0.0813253012048193,0.0946944257891202
0.0970220941402498,0.0813953488372093,0.0729768786127168
0.0946902654867257,0.0756944444444444,0.0791044776119403
0.0973451327433628,0.0743440233236152,0.0815913688469319
0.0930851063829787,0.088,0.0695970695970696
0.0985663082437276,0.0725244072524407,0.0876577840112202
0.0951474785918173,0.0792349726775956,0.0808151791988756
0.100706713780919,0.0861948142957253,0.0820013898540653
0.0996240601503759,0.0677233429394813,0.0845503458877786
0.094209161624892,0.0723461798512508,0.0585774058577406
0.0909090909090909,0.0919458303635068,0.0700218818380744
0.0949477351916376,0.0677731673582296,0.0876577840112202
0.0914454277286136,0.0808720112517581,0.0789877300613497
0.0905550146056475,0.0842572062084257,0.0662650602409639
0.0948581560283688,0.0864197530864197,0.0830564784053156
0.0940550133096717,0.0704119850187266,0.0734011627906977
0.101408450704225,0.0746799431009957,0.0875748502994012
0.09245960502693,0.0779036827195467,0.101731601731602
0.0957642725598527,0.0827790096082779,0.0701357466063348
0.0895813047711782,0.0670926517571885,0.0912667191188041
0.0949913644214162,0.0712098009188361,0.0868935553946416
0.0915431560592851,0.0767085076708508,0.0787292817679558
0.0961709706144256,0.0683646112600536,0.0789685737308622
0.0920692798541477,0.0662905500705219,0.0751523358158429
0.0899653979238754,0.0754857997010463,0.0736434108527132
0.100688468158348,0.0755494505494505,0.0687237026647966
0.0938086303939962,0.0755627009646302,0.07627765064836
0.094488188976378,0.0739972337482711,0.0803088803088803
0.0979020979020979,0.0696629213483146,0.0822742474916388
