mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
843.460796318151	165.981536863144	9.36089346693033	228073.141948808	58264.5277348056	15.1303254230787
822.259267270658	166.76173311899	8.79754094583405	163598.593180832	58317.0909768024	12.2061527648381
868.081505448867	161.274130048858	8.36888215419449	195829.611912633	57189.7204465773	10.0166737875983
960.570789561073	161.59830127046	9.8872687291629	300154.522690913	56569.7232320816	17.6101792061054
1619.1406149257	166.208010630818	14.8228062383872	293266.776331818	59726.5745704898	12.6834547385485
1025.6216721217	162.835924436346	11.5301236996172	179210.456795077	57374.7457485081	9.35424908780185
754.76080001135	162.407752312925	10.4074967890199	184599.826209868	58535.7692596588	13.2982627778068
1492.2505578356	168.130063932183	25.3196151597159	476196.899325083	60168.428152082	28.7944471546786
1036.30535342873	167.178219744905	9.51039300169325	248691.639180169	57733.7430712162	12.0484576921437
1015.01170929157	166.520586818908	15.6372270989928	363225.932834852	58607.5488673237	25.9805803626359
1208.49155115275	166.462524237829	8.51798634740325	214544.603817625	59849.261561386	11.7988101584423
813.85643816943	159.019383415557	8.98000165151647	270340.745652618	54279.0574916417	16.0472917409894
667.014264011739	164.365036472622	7.22953230432405	161305.301533578	58095.5149712408	11.3273362841119
618.076702955393	157.797652517754	5.92131922748391	141902.134094421	55623.8127388716	7.97855661672977
656.652718643065	163.743903788811	5.86532628639679	144598.148593906	59868.2515612807	8.98573600364053
887.079432455166	163.570281559196	7.70272386987262	151972.444911191	58547.402119952	8.89834222973099
838.790576729473	167.674798277518	6.84599193899297	156583.837434716	60723.8697098327	6.60855728603451
859.769598257702	162.527905252022	9.82062942118906	181259.307049906	58480.2545560642	13.367287286563
745.155532821038	167.326081597002	6.18608434074291	173677.838883202	58752.6821533509	8.65664706589146
721.407372795823	166.771550834031	6.05431577048968	165873.475308536	61163.3905125416	8.10492669254485
1155.74881730505	165.001462498094	15.1021016103811	227802.811270315	59600.7907213277	11.8816653365687
679.927566212616	167.26083253701	5.33544067120228	103106.618306461	60701.1343388127	5.78155873214183
684.620721039273	167.408927055461	8.81275249598573	164277.058335709	60625.8146978541	10.7788927435574
1878.78104222421	159.677460541157	19.402405394646	783406.672716286	58331.5070477268	30.9895062508047
595.844023699214	168.785338755011	6.50008303325475	126638.739789902	59799.1446290261	7.61761479107754
