extractions,simulations
0.176100628930818,0.16
0.1625,0.119760479041916
0.157894736842105,0.216494845360825
0.171597633136095,0.212962962962963
0.181286549707602,0.112820512820513
0.158227848101266,0.119718309859155
0.181286549707602,0.149659863945578
0.171974522292994,0.128342245989305
0.189349112426035,0.11864406779661
0.182857142857143,0.147651006711409
0.162790697674419,0.0980392156862745
0.164705882352941,0.130681818181818
0.217142857142857,0.135869565217391
0.181818181818182,0.127272727272727
0.194805194805195,0.0949720670391061
0.153409090909091,0.135714285714286
0.175141242937853,0.153846153846154
0.163522012578616,0.10958904109589
0.156424581005587,0.162790697674419
0.166666666666667,0.153439153439153
0.154320987654321,0.136363636363636
0.170886075949367,0.069620253164557
0.153846153846154,0.138728323699422
0.163120567375887,0.168539325842697
0.161073825503356,0.137362637362637
0.16,0.125
0.175438596491228,0.145833333333333
0.16969696969697,0.145833333333333
0.164772727272727,0.141304347826087
0.197530864197531,0.135135135135135
0.143790849673203,0.179347826086957
0.160919540229885,0.1875
0.169811320754717,0.130434782608696
0.171052631578947,0.144385026737968
0.162790697674419,0.0729166666666667
0.19496855345912,0.11377245508982
0.146341463414634,0.133928571428571
0.204968944099379,0.113636363636364
0.170731707317073,0.109375
0.164556962025316,0.122994652406417
0.172413793103448,0.161616161616162
0.175438596491228,0.10989010989011
0.182352941176471,0.159340659340659
0.146198830409357,0.213235294117647
0.182926829268293,0.0816326530612245
0.165644171779141,0.117117117117117
0.167597765363128,0.153846153846154
0.131034482758621,0.132867132867133
0.158227848101266,0.138121546961326
0.15527950310559,0.132867132867133
0.140939597315436,0.194690265486726
0.181818181818182,0.116022099447514
0.158823529411765,0.136842105263158
0.152941176470588,0.248730964467005
0.157575757575758,0.158823529411765
0.165680473372781,0.162303664921466
0.158940397350993,0.142857142857143
0.176100628930818,0.119718309859155
0.170454545454545,0.117241379310345
0.180232558139535,0.174863387978142
0.167701863354037,0.119496855345912
0.153374233128834,0.111801242236025
0.173652694610778,0.217054263565891
0.177914110429448,0.175
0.163841807909605,0.143884892086331
0.165605095541401,0.15819209039548
0.16374269005848,0.111764705882353
0.170588235294118,0.141361256544503
0.167630057803468,0.111111111111111
0.192771084337349,0.253807106598985
0.162650602409639,0.118343195266272
0.167630057803468,0.119318181818182
0.1875,0.162921348314607
0.171597633136095,0.146596858638743
0.166666666666667,0.122222222222222
0.165644171779141,0.216931216931217
0.186046511627907,0.114457831325301
0.177914110429448,0.126262626262626
0.162790697674419,0.152631578947368
0.187134502923977,0.115789473684211
0.17816091954023,0.14572864321608
0.171779141104294,0.179347826086957
0.157575757575758,0.127272727272727
0.151315789473684,0.155080213903743
0.139072847682119,0.1
0.176470588235294,0.158163265306122
0.168674698795181,0.144230769230769
0.18125,0.123655913978495
0.164634146341463,0.133333333333333
0.15625,0.145348837209302
0.164383561643836,0.0973451327433628
0.146341463414634,0.0828729281767956
0.157894736842105,0.138461538461538
0.181818181818182,0.104046242774566
0.173652694610778,0.17877094972067
0.159090909090909,0.119791666666667
0.182352941176471,0.0975609756097561
0.166666666666667,0.204819277108434
0.18125,0.18978102189781
0.196531791907514,0.117948717948718
