extractions,simulations
-0.0511294378964014,-0.0546306333348264
-0.0620785470282335,-0.0549891020405536
-0.0645131171490489,-0.0985592803893945
-0.0664173836367471,-0.06348477623046
-0.0599042462632476,-0.0398314562650063
-0.0671463769171282,-0.0481149407846111
-0.0552337560802698,-0.0675938437487204
-0.062352935989906,-0.0667518238640494
-0.0497692085845374,-0.0804108034729237
-0.0605464167051059,-0.0760446752690329
-0.0501323612720779,-0.0242158804911298
-0.0662423565680551,-0.0593097890946972
-0.0609572645770746,-0.0359149132239282
-0.067827706257331,-0.0360986524140911
-0.0576672462850624,-0.0411127670244737
-0.05792932529421,-0.0651113110214052
-0.0610976936964534,-0.0506482048100831
-0.072940815770782,-0.0142896401151052
-0.0622679290171322,-0.0614425832754932
-0.0562702215462923,-0.052025193353303
-0.0635934826352874,-0.0893397354701502
-0.0522996503750191,-0.027942234099661
-0.0502127897817382,-0.046210159697495
-0.0615445689397788,-0.0643061968776803
-0.0661983055508007,-0.0808324008324259
-0.073473915111965,-0.0537250153200087
-0.0664945615254427,-0.0500928767025471
-0.0528818790106415,-0.0224131302545882
-0.0611477983655052,-0.0759007930559547
-0.0577290801221833,-0.0160279466760575
-0.0624361589637607,-0.0625163377064498
-0.0589679918167266,-0.0469560130608871
-0.052521645686174,-0.0468824586790541
-0.0568145467190161,-0.0384016459319681
-0.050583612751858,-0.038481855376934
-0.0574310299030743,-0.0472066154243347
-0.067475856371266,-0.0424115652193515
-0.0607809667405538,-0.0448641902343793
-0.0552035524449938,-0.0452886722473936
-0.0482501028322735,-0.0574131969672938
-0.0733584081077709,-0.0659003543733346
-0.0518396915399662,-0.053243495733733
-0.067042951589857,-0.0566603568245153
-0.0363924329621451,-0.0584098990691607
-0.0672330165967003,-0.0347464914537138
-0.0728489429122586,-0.0304782029895766
-0.0589012978444113,-0.064461336173558
-0.0492517005356892,-0.0302712421382553
-0.0567715012661691,-0.0370345249202082
-0.0595558784912863,-0.0393508495056424
-0.0664392314278162,-0.100865987934551
-0.0601454597920002,-0.0501263391349342
-0.0584280556281922,-0.0521491913974208
-0.0586871483549476,-0.0596457625441442
-0.0566523516338742,-0.0692826532565895
-0.0650789211740938,-0.0764250685409327
-0.0576665619269789,-0.0424543494619207
-0.0614061361781376,-0.0725175356737485
-0.066403325165758,-0.0279657563118085
-0.0686319849648794,-0.0514205349658794
-0.0478019254940177,-0.0337882487716653
-0.0599371884344963,-0.0617447364736687
-0.0508492631902326,-0.063166410714752
-0.0676080751947539,-0.0677849390259427
-0.0622104234190771,-0.0523764275604015
-0.0638495158933147,-0.0820051700923865
-0.060578157990757,-0.0600513808894902
-0.0711734519461117,-0.0596315385944439
-0.0752491064431424,-0.0343068659250789
-0.0565857551775353,-0.0790051392919262
-0.0515559917534975,-0.0168706200688201
-0.0669369541321482,-0.0346660153929797
-0.0408341866195872,-0.0492442810710249
-0.0765105955217076,-0.0293966321071967
-0.0560771574245326,-0.0540778470739906
-0.0617622271247074,-0.0626411923040182
-0.0594675697812012,-0.020738821755537
-0.0635637435956265,-0.0571173402906662
-0.0553753839245852,-0.0529789359308779
-0.0649933795439464,-0.0643886465187136
-0.0669759923144558,-0.0541700334966782
-0.067433579547102,-0.0738874900347108
-0.0510594759136438,-0.0587755248148594
-0.0408353480588959,-0.0650233854041659
-0.0515683254527469,-0.0379339872614333
-0.0659757041443795,-0.0485551887839503
-0.0488889653537142,-0.0489636907205645
-0.0558425792498372,-0.0381958728646421
-0.0628508442631838,-0.064708132962031
-0.061194368312962,-0.0706709759028325
-0.0430500762667626,-0.0642150506344542
-0.06272134393712,-0.0556385119666874
-0.0587567056142045,-0.0573868405736553
-0.0593610751856532,-0.0456756837348538
-0.0654202642705227,-0.0426372132633485
-0.0670753737943152,-0.0359779281813341
-0.0709627609389524,-0.0471113798955296
-0.0535162660895902,-0.0523900705941974
-0.0449462953887611,-0.056206765604463
-0.0608688639772757,-0.0555743358360651
