extractions,simulations
0.080327868852459,0.0827943078913325
0.0854430379746835,0.0722433460076046
0.0861423220973783,0.0916230366492147
0.0798668885191348,0.0857946554149086
0.0849220103986135,0.0530401034928849
0.0748752079866889,0.0852713178294574
0.075134168157424,0.0840978593272171
0.0782778864970646,0.0820433436532508
0.0813397129186603,0.0627557980900409
0.0829187396351575,0.0794392523364486
0.0780730897009967,0.0726027397260274
0.0710479573712256,0.0667556742323097
0.0795660036166365,0.088042049934297
0.0773381294964029,0.0713224368499257
0.0706075533661741,0.0695187165775401
0.0706896551724138,0.0671641791044776
0.0814940577249576,0.0893098782138024
0.0738255033557047,0.06426735218509
0.0740103270223752,0.0679347826086956
0.0774410774410774,0.0905562742561449
0.0938967136150235,0.0870229007633588
0.0738007380073801,0.0731707317073171
0.0803418803418803,0.0963665086887836
0.063716814159292,0.0707350901525659
0.0738255033557047,0.0818791946308725
0.0727272727272727,0.0621761658031088
0.076271186440678,0.0687898089171975
0.0797448165869219,0.0733249051833123
0.0863787375415282,0.0736842105263158
0.0792253521126761,0.0811855670103093
0.064030131826742,0.075
0.0843373493975904,0.0796019900497512
0.0759289176090469,0.0732323232323232
0.0658578856152513,0.0680359435173299
0.0824561403508772,0.0553250345781466
0.0848585690515807,0.0675675675675676
0.0686106346483705,0.0569852941176471
0.093235831809872,0.0625
0.0978077571669477,0.0807061790668348
0.0661625708884688,0.0691489361702128
0.0779436152570481,0.079608938547486
0.0776859504132231,0.0769230769230769
0.0775047258979206,0.0786838340486409
0.076530612244898,0.0869565217391304
0.0710382513661202,0.0438311688311688
0.0753768844221105,0.059375
0.0837282780410742,0.0987951807228916
0.0690335305719921,0.0645604395604396
0.0795454545454545,0.0785024154589372
0.0799319727891157,0.0886426592797784
0.0769230769230769,0.0699865410497981
0.0743944636678201,0.0849315068493151
0.0829346092503987,0.0741656365883807
0.0754414125200642,0.0863579474342929
0.083596214511041,0.0977157360406091
0.088628762541806,0.0758620689655172
0.0681431005110733,0.0718711276332094
0.0722433460076046,0.0831858407079646
0.0759493670886076,0.0961298377028714
0.0883882149046794,0.0795947901591896
0.0787781350482315,0.0598404255319149
0.0707635009310987,0.0949868073878628
0.0704,0.0910364145658263
0.0876623376623377,0.0952380952380952
0.083596214511041,0.0670170827858081
0.0782122905027933,0.0847913862718708
0.0714285714285714,0.0659824046920821
0.0934744268077601,0.0683544303797468
0.0868113522537563,0.0917431192660551
0.0819112627986348,0.0956937799043062
0.0748663101604278,0.072972972972973
0.0740103270223752,0.0725075528700906
0.0776014109347443,0.082089552238806
0.0730897009966777,0.0718789407313997
0.0674740484429066,0.0847457627118644
0.0799319727891157,0.107936507936508
0.0826446280991736,0.0704041720990874
0.0780984719864177,0.0804150453955901
0.0790378006872852,0.0783783783783784
0.0658914728682171,0.0563583815028902
0.0707547169811321,0.0761548064918851
0.0590277777777778,0.0943134535367545
0.088646967340591,0.0642424242424242
0.0728971962616822,0.0793871866295265
0.0711743772241993,0.0887096774193548
0.0700179533213645,0.0914728682170543
0.0778145695364238,0.0705563093622795
0.0813148788927336,0.072463768115942
0.0819935691318328,0.0822784810126582
0.0852173913043478,0.0892351274787535
0.0854545454545454,0.0729813664596273
0.0816696914700544,0.0625
0.0747028862478778,0.0767195767195767
0.0847176079734219,0.0618181818181818
0.0762564991334489,0.0681520314547838
0.0648648648648649,0.0741885625965997
0.0714285714285714,0.0698324022346369
0.0818030050083473,0.0855457227138643
0.0809443507588533,0.0710526315789474
0.0765217391304348,0.0664652567975831
