extractions,simulations
-0.0291730888447209,-0.0201856406781884
-0.0391615859640677,-0.023441303355149
-0.0344046911446271,-0.0343391064424836
-0.0365572831214899,-0.0193956247011311
-0.0346561271647291,-0.0232070622272895
-0.0346153216170413,-0.0287126911064255
-0.0322716097027997,-0.0229907265433423
-0.0388815246248422,-0.0261778932727553
-0.0290864005539374,-0.0282282619364307
-0.0348907087769495,-0.0375918030174108
-0.0350395770843506,-0.0297435246380223
-0.0368636150402808,-0.018708108844361
-0.0290614701197704,-0.0280026480248909
-0.0344865700227124,-0.030815403580255
-0.0342201333768364,-0.0268671794489676
-0.0392243787026529,-0.0204956193666306
-0.033278956046938,-0.0253785310696376
-0.0390760722030708,-0.0233806692517828
-0.0341831916908285,-0.0240805338849716
-0.0294434972495134,-0.0265548469815142
-0.0431360683997926,-0.03802874657523
-0.0356328102398335,-0.0187719493804799
-0.027993128322363,-0.0268024508185373
-0.0263514967187004,-0.0178565316832278
-0.0356143771032026,-0.0240867063148378
-0.0354144149420767,-0.0220358061305189
-0.0337641519096269,-0.0192567016859188
-0.041087455081411,-0.0220568578958677
-0.0386611364036105,-0.0278836622648183
-0.0328442023053341,-0.0195267949521091
-0.0335282902074161,-0.0242679222543788
-0.0341737797595198,-0.0209798001618953
-0.0333300472737203,-0.0269073942064493
-0.0324027613294821,-0.0241708208473609
-0.0284707631186226,-0.0159652140568025
-0.0398586331121435,-0.0180117007267351
-0.0369339001882443,-0.0194976727793923
-0.0392428706420197,-0.0281954704629508
-0.0382998299190301,-0.0288728189999583
-0.0297763500942379,-0.0243751368679519
-0.0325296387649425,-0.0260360001460592
-0.0314484653689154,-0.0262387217467757
-0.0335500862705344,-0.0260928327108741
-0.0342416260391474,-0.0252867829259594
-0.0312228857109534,-0.0108655047463104
-0.0368538786974562,-0.0208929485764263
-0.0370788163231087,-0.0347497642879111
-0.0315472820402764,-0.0158892141368045
-0.0305292995512438,-0.0295876019920015
-0.038487500472778,-0.0273335771213009
-0.0377071473328271,-0.0230332006331436
-0.0351713257401456,-0.0252090313855413
-0.038112411701583,-0.0280212253930442
-0.0353011986796534,-0.0260664826861603
-0.0358444553851667,-0.0294356963149083
-0.0390598388685548,-0.0252542151983696
-0.0325639075449557,-0.021836479627106
-0.03228873142108,-0.0323271082649412
-0.0404333040515285,-0.0297415509304389
-0.0347942820730362,-0.023752667569693
-0.0356552478002672,-0.0221388339067137
-0.0307035526853265,-0.0291998023720528
-0.0259178696872025,-0.0222830522672053
-0.0333583464953813,-0.0260066718859161
-0.0386067280024676,-0.0205073046648558
-0.0404260744799429,-0.0314943647173544
-0.0359699065222928,-0.0259329908508087
-0.0440966201607477,-0.018083363018991
-0.0412991639789453,-0.0193520719989151
-0.0339869536705069,-0.0354005638805473
-0.0315080867814166,-0.0186642557427668
-0.0380424461211589,-0.0232101319268256
-0.0339102889765163,-0.021342335043719
-0.036268310465253,-0.0182388760246492
-0.0298621901872985,-0.030229417234853
-0.0349891089829284,-0.0261725043979867
-0.0384737796528942,-0.0130985460574588
-0.0360110306604401,-0.0309151117906494
-0.0354413653521434,-0.0322242857490086
-0.0266137563369491,-0.0202053250990924
-0.0342488167014845,-0.0301254496583193
-0.0296101929394385,-0.0292587902593782
-0.0333872377345452,-0.0212973491752735
-0.031961396621773,-0.0333519907024152
-0.0319562426417979,-0.0167168685167238
-0.0354958177094817,-0.0292414894966184
-0.0311385435772576,-0.0169709354106869
-0.0325251924350387,-0.0219788250817474
-0.0373731191509068,-0.0283706932665686
-0.0402875328029447,-0.0327856167053691
-0.0375073742486802,-0.0284262170069816
-0.0350854317469486,-0.0190843855763356
-0.0347176796601799,-0.0152003672913169
-0.0318836258593758,-0.0222026072258567
-0.0304947780713634,-0.0187964555559784
-0.0356217116499558,-0.0138078433156665
-0.0331400919013273,-0.0264884645235725
-0.0353097635928155,-0.0236432308617076
-0.0260849910290827,-0.0226622001728138
-0.0375632253159453,-0.025333537411767
