Elevation,Land_cover_forests,Land_cover_shrublands,Land_cover_savannas,Land_cover_grasslands,Land_cover_croplands,Land_cover_urban_areas,Temperature_interpolated_rasters,Precipitation_interpolated_rasters
203.860000610352,11,0,0,28,61,0,3.13935017585754,462.681945800781
252.649993896484,20,0,0,10,65,5,9.94804954528809,806.120483398438
396.769989013672,3,0,0,0,97,0,10.3940629959106,408.186889648438
297.329986572266,41,0,0,0,43,16,-4.08983373641968,533.799072265625
252.649993896484,20,0,0,10,65,5,-3.02170920372009,520.195739746094
252.649993896484,20,0,0,10,65,5,-3.00115823745728,516.187316894531
3256.57006835938,99,0,0,1,0,0,2.01215171813965,48.5804824829102
357.019989013672,15,0,0,0,85,0,10.4258623123169,476.973236083984
636.080017089844,0,0,0,4,96,0,22.4795322418213,290.835723876953
223.100006103516,0,0,0,0,100,0,21.5138187408447,493.167907714844
223.100006103516,0,0,0,0,100,0,18.8435440063477,834.434875488281
194.279998779297,0,0,0,0,100,0,20.4193992614746,768.433715820312
223.100006103516,0,0,0,0,100,0,18.8435440063477,834.434875488281
305.529998779297,0,0,0,100,0,0,19.8268871307373,833.650634765625
267.100006103516,0,0,0,0,100,0,19.4938430786133,962.20751953125
45.2200012207031,0,0,0,0,50,0,18.5853023529053,896.561889648438
252.649993896484,20,0,0,10,65,5,17.7972030639648,1207.65759277344
712.97998046875,100,0,0,0,0,0,-1.5379034280777,1815.30688476562
187.570007324219,74,0,0,0,21,5,15.1151266098022,473.767883300781
2.24000000953674,1,0,1,47,0,50,21.2327976226807,869.609191894531
203.889999389648,0,0,0,0,50,50,22.4288501739502,1608.6875
314.369995117188,15,0,0,0,85,0,-7.96211576461792,940.590942382812
122.75,32,0,0,0,68,0,17.3792476654053,1174.47424316406
128.729995727539,20,0,0,0,78,2,20.1397857666016,740.048706054688
1241.32995605469,0,100,0,0,0,0,NA,NA
408.730010986328,19,0,0,0,81,0,-0.856329619884491,1159.91564941406
481.859985351562,81,0,0,0,19,0,20.0320701599121,700.403625488281
1.12999999523163,13,0,0,30,0,45,23.2194061279297,1325.32116699219
1193.18005371094,0,51,0,0,0,47,19.3436584472656,12.2403745651245
1241.32995605469,0,100,0,0,0,0,NA,NA
1273.81994628906,0,100,0,0,0,0,25.0951690673828,617.702514648438
1237.73999023438,0,100,0,0,0,0,22.6258449554443,484.317321777344
203.860000610352,11,0,0,28,61,0,3.14341402053833,460.396423339844
203.860000610352,11,0,0,28,61,0,-3.93451714515686,564.705139160156
281.630004882812,0,0,0,0,100,0,-5.74999189376831,1350.83081054688
16.2999992370605,0,0,19,3,69,5,13.6518878936768,1690.94506835938
47.2999992370605,0,0,2,92,6,0,13.9584856033325,526.257507324219
5.94000005722046,0,0,2,7,13,64,12.2140550613403,605.301147460938
NA,NA,NA,NA,NA,NA,NA,NA,NA
8.60000038146973,0,0,8,13,24,39,29.5275440216064,838.117065429688
186.660003662109,14,0,0,0,86,0,-2.40662503242493,678.13623046875
466.829986572266,5,0,10,1,83,0,-8.81692028045654,290.203918457031
180.929992675781,3,0,0,0,64,33,15.2481298446655,798.098327636719
613.059997558594,0,0,0,92,8,0,16.4563102722168,402.797698974609
127.410003662109,7,0,0,0,93,0,-0.928250133991241,661.663696289062
150.949996948242,16,0,0,5,54,10,18.3329963684082,1012.77862548828
184.389999389648,18,0,0,0,82,0,11.5658521652222,384.265686035156
126.209999084473,0,0,0,0,100,0,22.4952850341797,1082.03100585938
443.869995117188,0,0,0,0,100,0,-14.9366188049316,681.846984863281
314.429992675781,0,0,0,0,100,0,-9.10713481903076,128.358734130859
403.100006103516,1,0,0,30,68,0,22.4355316162109,140.555282592773
1314.83996582031,0,0,0,49,15,36,16.0969505310059,636.057800292969
303.970001220703,0,0,0,0,100,0,-9.18132495880127,123.886138916016
358.890014648438,0,0,0,0,100,0,-14.5295038223267,783.719665527344
NA,NA,NA,NA,NA,NA,NA,NA,NA
313.190002441406,0,0,0,0,100,0,2.94101405143738,581.821411132812
600.510009765625,0,0,0,0,100,0,21.2868232727051,346.908843994141
713.72998046875,0,0,0,100,0,0,24.6881618499756,218.938659667969
128.399993896484,0,96,0,4,0,0,NA,NA
135.199996948242,0,0,0,98,2,0,NA,NA
731.320007324219,0,100,0,0,0,0,NA,NA
1107.13000488281,0,100,0,0,0,0,NA,NA
629.409973144531,0,89,0,0,0,0,NA,NA
883.789978027344,0,100,0,0,0,0,NA,NA
502.100006103516,0,98,0,0,0,0,NA,NA
629.409973144531,0,89,0,0,0,0,NA,NA
901.440002441406,0,100,0,0,0,0,NA,NA
168.350006103516,0,100,0,0,0,0,NA,NA
958.030029296875,0,100,0,0,0,0,NA,NA
469.149993896484,0,100,0,0,0,0,NA,NA
721.599975585938,0,100,0,0,0,0,NA,NA
823.780029296875,0,100,0,0,0,0,NA,NA
358.890014648438,0,0,0,0,100,0,-14.5295038223267,783.719665527344
1571.32995605469,0,96,4,0,0,0,15.3901014328003,197.263320922852
1584.81005859375,0,85,15,0,0,0,16.2174396514893,144.990783691406
2223.47998046875,56,0,34,10,0,0,14.8418083190918,213.138381958008
1644.17004394531,0,85,9,6,0,0,2.93698358535767,430.637786865234
1584.81005859375,0,85,15,0,0,0,16.2725315093994,146.9541015625
2261.61010742188,100,0,0,0,0,0,7.28894901275635,149.57731628418
1100.2099609375,0,100,0,0,0,0,12.514214515686,89.2710876464844
296.170013427734,0,0,0,0,100,0,21.5865688323975,561.963500976562
2248.31005859375,69,0,27,4,0,0,5.46667242050171,127.894355773926
