time	velocity
1999.30374121229	102.089315880515
1999.39067734656	99.6932813989848
1999.47761348084	75.8951873950265
1999.56454961511	100.779314583566
1999.65148574938	90.4696620598612
1999.73842188366	92.3355629588802
1999.82535801793	87.2063434903363
1999.91229415221	87.5286488616249
1999.99923028648	92.3854623522415
2000.08616642076	103.96840203278
2000.17310255503	134.435909991344
2000.2600386893	211.388370076231
2000.34697482358	288.341213781023
2000.43391095785	330.003281310012
2000.52084709213	349.387196003397
2000.6077832264	374.166991553162
2000.69471936068	361.78210080102
2000.78165549495	341.404189742726
2000.86859162922	325.789541949167
2000.9555277635	315.098912603335
2001.04246389777	307.732455288622
2001.12940003205	302.295097716462
2001.21633616632	297.236129000849
2001.30327230059	297.351534292804
2001.39020843487	297.368434049154
2001.47714456914	304.887570946106
2001.56408070342	320.548271055177
2001.65101683769	349.669902557825
2001.73795297197	359.893847558255
2001.82488910624	342.632839344496
2001.91182524051	324.46567805518
2001.99876137479	304.414936930343
2002.08569750906	285.645220885619
2002.17263364334	262.066742143963
2002.25956977761	248.078510161958
2002.34650591189	240.085293528134
2002.43344204616	233.17327373469
2002.52037818043	258.50995024666
2002.60731431471	257.801392565755
2002.69425044898	257.9349479344
2002.78118658326	250.66807397685
2002.86812271753	242.153255140816
2002.95505885181	233.550752788448
2003.04199498608	224.088952635697
2003.12893112035	220.247216174994
2003.21586725463	194.65228884787
2003.3028033889	203.50368177906
2003.38973952318	196.311403254519
2003.47667565745	182.661453849546
2003.56361179173	188.76239777419
2003.650547926	183.68328467868
2003.73748406027	178.182704424822
2003.82442019455	173.202034251279
2003.91135632882	161.302613267012
2003.9982924631	150.358943575037
2004.08522859737	137.648136451836
2004.17216473165	124.752045064363
2004.25910086592	115.874965765405
2004.34603700019	113.061684295895
2004.43297313447	109.185218202589
2004.51990926874	129.861729027595
2004.60684540302	123.493494132926
2004.69378153729	119.19377316683
2004.78071767156	115.864867046242
2004.86765380584	114.092186569905
2004.95458994011	113.790191244992
2005.04152607439	114.386473593946
2005.12846220866	107.854071622627
2005.21539834294	106.08658188042
2005.30233447721	102.284712869024
2005.38927061148	101.960468961397
2005.47620674576	102.012383598619
2005.56314288003	116.383677525261
2005.65007901431	118.534576329004
2005.73701514858	121.689857873986
2005.82395128286	126.109649892227
2005.91088741713	131.553413244247
2005.9978235514	141.508716311172
2006.08475968568	153.523223548668
2006.17169581995	141.846884598315
2006.25863195423	138.613915333454
2006.3455680885	145.481624567877
2006.43250422278	155.780498644254
2006.51944035705	196.853931145235
2006.60637649132	204.448756463582
2006.6933126256	215.679193775503
2006.78024875987	219.384950345403
2006.86718489415	219.044582470724
2006.95412102842	216.071287242893
2007.0410571627	209.071071087315
2007.12799329697	171.571058800384
2007.21492943124	145.302853160401
2007.30186556552	134.669340392865
2007.38880169979	134.227676633518
2007.47573783407	128.797504789012
2007.56267396834	126.425410829972
2007.64961010262	132.286258455244
2007.73654623689	137.511816729492
2007.82348237116	140.780609881171
2007.91041850544	146.859919293905
2007.99735463971	145.481812948539
2008.08429077399	137.074710019862
2008.17122690826	125.399988310079
2008.25816304253	118.750764178755
2008.34509917681	113.605685889279
2008.43203531108	112.680712009955
2008.51897144536	183.876214562947
