time	velocity
1997.33870346994	44.5418551692264
1997.37414756282	43.8671457296462
1997.40959165571	43.9374071965767
1997.44503574859	40.8718289305098
1997.48047984147	41.8121360087155
1997.51592393435	42.2523526718141
1997.55136802724	47.1791375680848
1997.58681212012	49.2413864073696
1997.622256213	54.5158420939125
1997.65770030588	55.8343087048451
1997.69314439877	84.1399573684192
1997.72858849165	87.955897134066
1997.76403258453	85.538359568825
1997.79947667741	83.5636312377223
1997.8349207703	83.0512577315184
1997.87036486318	90.0113118159077
1997.90580895606	86.3954570397544
1997.94125304894	91.5384947075033
1997.97669714183	90.971996189216
1998.01214123471	88.3663023293209
1998.04758532759	83.7389599141264
1998.08302942047	83.5142316046743
1998.11847351336	85.1540142555139
1998.15391760624	80.8657679056496
1998.18936169912	80.9817732333486
1998.224805792	78.4678304226338
1998.26024988489	81.1844339332547
1998.29569397777	82.7308077337841
1998.33113807065	82.9116971394067
1998.36658216353	82.8279359982652
1998.40202625642	82.155315697078
1998.4374703493	81.6400593255806
1998.47291444218	80.5240213041679
1998.50835853506	79.5701472592249
1998.54380262795	79.5438340729779
1998.57924672083	80.2023603870626
1998.61469081371	81.086066736023
1998.65013490659	82.4823569216201
1998.68557899948	82.577900057052
1998.72102309236	82.8313219043431
1998.75646718524	82.4151875183205
1998.79191127812	84.7038758211997
1998.82735537101	87.8803856383147
1998.86279946389	92.0625586140613
1998.89824355677	94.503813180566
1998.93368764965	98.8325708982768
1998.96913174254	101.825149341904
1999.00457583542	102.991173182404
1999.0400199283	103.467839237121
1999.07546402118	106.925111858458
1999.11090811407	114.653940487709
1999.14635220695	120.709993560273
1999.18179629983	139.951532375251
1999.21724039271	135.711489253071
1999.2526844856	131.75347786367
1999.28812857848	140.348027498075
1999.32357267136	142.835249034045
1999.35901676424	148.701638789041
1999.39446085713	149.311655598035
1999.42990495001	151.677284569251
1999.46534904289	157.190191675698
1999.50079313577	160.385883031159
1999.53623722866	159.26190134635
1999.57168132154	163.156666502212
1999.60712541442	165.949707118593
1999.6425695073	166.194292938705
1999.67801360019	162.331646846724
1999.71345769307	164.528470802258
1999.74890178595	163.460680523932
1999.78434587883	164.121823992592
1999.81978997172	167.565000384009
1999.8552340646	168.652988348243
1999.89067815748	171.999755872399
1999.92612225036	172.672512945398
1999.96156634325	175.870945992381
1999.99701043613	178.692375978376
2000.03245452901	174.418430848362
2000.06789862189	170.928222266443
2000.10334271478	175.43290677406
2000.13878680766	178.691012319121
2000.17423090054	183.889490086176
2000.20967499342	188.769767128597
2000.24511908631	194.766677490976
2000.28056317919	215.431766757976
2000.31600727207	226.606753949522
2000.35145136495	239.214177347247
2000.38689545784	245.706523578283
2000.42233955072	260.703772915695
2000.4577836436	285.301766736641
2000.49322773648	297.423639079426
2000.52867182937	310.395500783317
2000.56411592225	327.504671441896
2000.59956001513	335.049629004306
2000.63500410801	338.859917052726
2000.6704482009	339.491132387587
2000.70589229378	343.701029331171
2000.74133638666	346.54048102559
2000.77678047954	352.813000261306
2000.81222457243	353.767462493774
2000.84766866531	353.299652492726
2000.88311275819	351.459427098369
2000.91855685107	354.059223512006
2000.95400094396	354.895206343179
2000.98944503684	353.589547790422
2001.02488912972	356.338730739452
2001.0603332226	357.106217880107
2001.09577731549	356.426905923096
2001.13122140837	353.006829742214
2001.16666550125	362.274314392202
2001.20210959413	356.523549424561
2001.23755368702	355.844952035122
2001.2729977799	343.834109372523
2001.30844187278	342.11235216314
2001.34388596566	325.474276500705
2001.37933005855	310.335655515756
2001.41477415143	307.133638849057
2001.45021824431	306.52312012451
2001.48566233719	306.210642801063
2001.52110643008	313.321756091885
2001.55655052296	311.853250038661
2001.59199461584	314.189522101542
2001.62743870872	328.415742272829
2001.66288280161	324.787912149024
2001.69832689449	328.961105041436
2001.73377098737	333.816302500707
2001.76921508025	336.811404635843
2001.80465917314	339.914744730559
2001.84010326602	342.806613641298
2001.8755473589	347.590839182212
2001.91099145178	357.947429587381
2001.94643554467	362.834256019655
2001.98187963755	369.62731562249
2002.01732373043	372.92119975977
2002.05276782331	374.223315542029
2002.0882119162	374.128262340036
2002.12365600908	302.39801872862
2002.15910010196	284.96894168437
2002.19454419484	233.695933033601
2002.22998828773	199.444322244982
2002.26543238061	185.479143458196
2002.30087647349	176.630413376886
2002.33632056637	172.098104550201
2002.37176465926	169.283103739885
2002.40720875214	161.157777513973
2002.44265284502	148.597723179069
2002.4780969379	138.381361234749
2002.51354103079	205.00906939914
2002.54898512367	205.376491871389
2002.58442921655	204.051227533258
2002.61987330943	204.410653786012
2002.65531740232	204.159301591653
2002.6907614952	203.075235903552
2002.72620558808	205.005388507755
2002.76164968096	203.297603409189
2002.79709377385	202.753983498424
2002.83253786673	202.487245125266
2002.86798195961	201.501042631181
2002.90342605249	199.34787748761
2002.93887014538	198.834655299979
2002.97431423826	198.748720419126
2003.00975833114	195.575894066605
2003.04520242402	193.652027788098
2003.08064651691	190.447441878126
2003.11609060979	184.310119875074
2003.15153470267	156.28142159379
2003.18697879555	149.188734692895
2003.22242288844	143.980995335709
2003.25786698132	120.700377123404
2003.2933110742	106.670465413697
2003.32875516708	98.977387281249
2003.36419925997	91.3920761796303
2003.39964335285	82.0322191035181
2003.43508744573	71.1811966394839
2003.47053153861	58.482808600345
2003.5059756315	46.7546330300998
2003.54141972438	46.8722638969571
2003.57686381726	47.0007508587927
2003.61230791014	47.1416274760172
2003.64775200303	47.4116104397394
2003.68319609591	47.8195135813809
2003.71864018879	47.7685132652392
2003.75408428167	47.776801017755
2003.78952837456	47.8226161335758
