time	distance_tree1	distance_tree2	distance_tree3	distance_tree4	distance_tree5	distance_tree6	distance_tree7	distance_tree8	distance_tree9	distance_tree10	distance_tree11	distance_tree12	distance_tree13	distance_tree14	distance_tree15	distance_tree16	distance_tree17	distance_tree18	distance_tree19	distance_tree20	distance_tree21	distance_tree22	distance_tree23	distance_tree24	distance_tree25	distance_tree26	distance_tree27	distance_tree28	distance_tree29	distance_tree30	distance_tree31	distance_tree32	distance_tree33	distance_tree34	distance_tree35	distance_tree36	distance_tree37	distance_tree38	distance_tree39	distance_tree40	distance_tree41	distance_tree42	distance_tree43	distance_tree44	distance_tree45	distance_tree46	distance_tree47	distance_tree48	distance_tree49	distance_tree50	distance_tree51	distance_tree52	distance_tree53	distance_tree54	distance_tree55	distance_tree56	distance_tree57	distance_tree58	distance_tree59	distance_tree60	distance_tree61	distance_tree62	distance_tree63	distance_tree64	distance_tree65	distance_tree66	distance_tree67	distance_tree68	distance_tree69	distance_tree70	distance_tree71	distance_tree72	distance_tree73	distance_tree74	distance_tree75	distance_tree76	distance_tree77	distance_tree78	distance_tree79	distance_tree80	distance_tree81	distance_tree82	distance_tree83	distance_tree84	distance_tree85	distance_tree86	distance_tree87	distance_tree88	distance_tree89	distance_tree90	distance_tree91	distance_tree92	distance_tree93	distance_tree94	distance_tree95	distance_tree96	distance_tree97	distance_tree98	distance_tree99	distance_tree100
2000.03716257607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000.11025076319	0	0	0	0	0	0	0	0	0	0	0	0	3.903781964882	0	0	0	0	0	0	0	0	0	0	0	0	4.55894837433879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000.18333895031	0	0	0	0	0	0	0	0	0	0	0	2.92071715394152	59.8331126187289	0	0	0	0	0	0	0	0	0	0	20.9371575199288	0	9.11898670026874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000.25642713743	0	7.19364060430739	0	0	0	0	0	0	0	0	0	10.5475122843345	115.797305252512	0	0	0	0	0	0	0	0	0	0	22.3252284512151	0	13.6801140686514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143471319754105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15253529736492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000.32951532455	0	50.3786077218585	4.19992756163282	0	0	0	0	0	0	0	0	19.8724195973971	171.795510945152	0	0	0	0	0	0	0	0	0	132.607508137053	23.7133005598991	0	18.242329575774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39979078379812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.0628614652172	29.9926727577759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4300485154819	0	0.883033527383311	0	0	0	0	0	0	0	0	0	0	0	13.372656033793
2000.40260351167	0	93.4832094712935	40.7861892593719	0	0	0	0	0	0	0	0	29.2012997160258	227.82688229798	0	0	0	0	0	0	0	0	0	372.096282906388	33.1069037530948	0	22.805632313921	0	0	0	0	0	0	0	0	0	0	0	0	7.59946727012415	0	0	0	0	0	15.597480623038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.811520471694	1793.8886317258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.66787268631	34.9247110598181	0	5.96943459810991	0	0	0	0	0	0	0	0	0	0	8.40515549551859	31.1645871169963
2000.47569169879	0	136.506820639739	466.402767831899	0	0	0	0	0	0	0	0	38.5341458892377	488.964145578463	0	0	0	0	0	0	0	0	0	841.323763406788	43.4744234440775	0	27.3700213783064	0	0	0	0	0	0	0	0	0	0	0	0	28.1183779713297	0	0	0	0	3.29019599846287	61.4944587465783	0	54.4660317967129	0	0	0	0	0	0	0	269.031499469942	8.17601146450722	0	0	0	0	0	0	0	0	173.396888451265	1940.67104622991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.3179815689	53.4002962367656	8.28701547561285	11.3150534323942	0	0	0	0	0	0	0	0	0	0	21.1553653526287	48.9389359022961
2000.54877988591	0	179.448812956732	910.734363479735	0	0	0	0	0	0	0	0	101.527924835599	1043.63132571095	0	4.29215032105602	0	0	0.630435691774612	0	0	0	0	1300.83834212458	53.8471499013716	0	31.9354958636768	0	0	0	0	0	0	0	0	0	0	0	0	48.6139489169297	0	0	0	0	18.4673240305706	122.793577132812	44.0527334781235	125.401101050216	0	0	0	0	0	0	0	601.307165954384	1150.71595292543	0	0	0	0	0	0	0	0	227.817330256642	1979.39926022982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.968212533525	71.8567400485399	35.2841788543132	114.344197701314	0	0	3.38675058752125	0	0	0	18.7576027924197	0	0	0	33.9062627158486	66.695645668165
2000.62186807303	0	222.30855508247	1345.75520365774	0	0	0	20.7699284667423	0.536750093628595	0	0	0	546.707188857648	1585.49145503014	0	171.113370830852	0	0	7.33090597165786	0	0	0	0	1749.82863055054	64.2250732502234	0	36.5020548660603	0	0	2.35714385283625	0	0	0	376.234619781286	948.934966744783	21.6092990783692	0	0	0	69.0860927190292	0	0	0	0	36.016587435351	184.130487864543	106.866981867726	196.073126602642	0	0	0	2.34504484736398	0	0	0	930.868704757734	2333.79115088872	0	0	0	0	0	0	0	0	282.071199421226	2018.11450136139	0	0	0	195.427951697044	0	0	0	1.38344123695515	11.8565378197626	45.4094555321677	0	0	0	0	18.1703710694753	0	0	0	411.618565539168	90.2939783496795	62.3008168051681	736.104209112289	0	0	202.310502454075	0	0	0	84.4521769818627	0	0	0	46.6578460971734	84.4346595680823
2000.69495626015	36.516791722204	265.08541259361	1770.70980847524	20.7693672619181	0	0	1435.29194679319	4.2561265524884	2.49860055025208	0	0	985.159188971122	1924.90561444121	594.902747110757	336.76134778784	0	0	14.033036387474	0	0	0	0	2187.43629154022	74.6081836263771	0	46.1352845996049	0	0	10.6408913596631	0	0	0	377.888668399115	1835.00049396839	81.3512231545647	0	0	0	110.874480751755	3.95266181721135	34.4786908049609	0	0	53.5523074466886	795.668872909506	159.148639461559	266.478758293958	0	0	16.6607070072657	5.76156927527741	0	328.019252502518	0	1257.48088631603	2412.03406865	0	0	0	6.31527865361731	336.325973062687	0	0	7.29440389815452	336.156838120907	2056.81668885901	25.4324933824993	0	0	1296.24411611712	0	0	0	4.88738651155133	23.4923668002395	102.268174542849	0	0	0	0	23.4973715479907	0	0	0	448.629938272132	108.71194684572	89.3368085588024	1342.59106448314	0	0	363.987409432775	0	0	4.37375873306669	149.963689791302	1383.03702535224	423.312809894338	0	499.512879099479	102.202207383825
