state	posterior	prior	likelihood	halfDF	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
89	-2885.40572274114	-130.557967279943	-2754.84775546119	0.287685169836105	0.042803379111153	0.00770517321236108	0.00770517321236108	0.0162425791866056	92.733298409665	35.1894634006043	16.6932177234077	-0.29222400049643	25.5439649486474	-12.1175751830175	-12.1175751830175	67.3149259817433	163.767264616689	-2754.84775546119
90	-3089.72555958619	-214.998722677677	-2874.72683690851	0.30314856812513	0.0345185115986254	0.00656056020015527	0.00656056020015527	0.011393091191709	75.382274796497	24.8804798127263	14.3270937512485	-0.330821790336935	32.5301634169394	-18.7320624250798	-18.7320624250798	98.5591008022438	168.423096893131	-2874.72683690851
91	-2851.67118582123	-68.4573914959493	-2783.21379432528	0.273113832513248	0.0459082772073311	0.00546588754658043	0.00546588754658043	0.0158743826838583	100.050583978712	34.5959673164985	11.9121272734236	-0.202472838761004	22.7137188905257	-7.82081644954258	-7.82081644954259	65.6874490178415	165.395737035644	-2783.21379432528
92	-3200.34992348415	-338.126721341238	-2862.22320214291	0.315867279492109	0.0309512076975041	0.00503245468933757	0.00503245468933757	0.00959457992740914	68.2909958048643	21.1695590031845	11.1036488603782	-0.292030418605907	35.3211685958099	-18.5263119258693	-18.5263119258693	113.942750344327	166.150469220735	-2862.22320214291
93	-2925.74408670414	-133.530956961353	-2792.21312974278	0.292208147213431	0.0409555988209621	0.00683599557787235	0.00683599557787235	0.0132291740321524	89.0337801932638	28.7590318985701	14.8608382053712	-0.293682973124665	26.7213983811281	-13.8079188257709	-13.8079188257709	82.725563166133	163.80693794982	-2792.21312974278
94	-3184.0187660349	-352.798903820625	-2831.21986221427	0.326867266163372	0.0326650964517698	0.00508454268007456	0.00508454268007456	0.0101755271940368	69.0155093148577	21.4990698980649	10.7427297273284	-0.278889051398573	33.1956438325172	-16.5873143121176	-16.5873143121176	106.563413068488	168.588098153532	-2831.21986221427
95	-3047.55458731936	-183.57054630598	-2863.98404101338	0.306961855134945	0.0345749771647809	0.0071266159720824	0.0071266159720824	0.012578572796874	75.4163387685268	27.4368917946801	15.5448630338138	-0.341732844934123	32.7468749057141	-18.553329181896	-18.553329181896	90.011996620505	164.273339960472	-2863.98404101338
96	-3309.14226864974	-399.039400323026	-2910.10286832671	0.318491203800581	0.0246138966233932	0.00458051123375495	0.00458051123375495	0.0079789585159527	54.56844123238	17.6891670398728	10.1548877813949	-0.326851635860893	45.4869134882277	-26.1128464078484	-26.1128464078484	140.320341818795	164.858401760966	-2910.10286832671
97	-2994.00140270131	-144.567743450592	-2849.43365925071	0.295245558458586	0.0353051832395081	0.00671784606642696	0.00671784606642696	0.0111843934390567	79.0259562188957	25.0347769123238	15.0370047799852	-0.338068413203957	31.9793848605738	-19.2082463803668	-19.2082463803668	100.947632836898	164.997863475754	-2849.43365925071
98	-3157.83842961919	-317.151458838019	-2840.68697078117	0.305896441334061	0.0363676118884714	0.00569316377379311	0.00569316377379311	0.0128380634672049	78.526885768091	27.7206308312006	12.2929826323132	-0.263479315326066	29.5482749645259	-13.1034691513909	-13.1034691513909	83.7042283385502	169.399388706836	-2840.68697078117
99	-3144.853641105	-268.113563156975	-2876.74007794802	0.300288319319825	0.0330612589920006	0.00567182184566474	0.00567182184566474	0.0109163740722873	72.8437586279544	24.0520095803537	12.4967056338153	-0.29855454192921	33.2067604479393	-17.2532406901035	-17.2532406901035	100.569777124229	164.017166552132	-2876.74007794802
100	-2741.36925977818	45.7559681567788	-2787.12522793496	0.276506435784919	0.0569590998642289	0.00913542027820115	0.00913542027820115	0.0207136613232287	128.937297845486	46.8891454722748	20.6796878490323	-0.265961355527515	18.8928514273486	-8.33238196517636	-8.33238196517636	51.9521775690909	155.470057964949	-2787.12522793496
