Elevation,Land_cover_forests,Land_cover_shrublands,Land_cover_savannas,Land_cover_grasslands,Land_cover_croplands,Land_cover_urban_areas,Temperature_interpolated_rasters,Precipitation_interpolated_rasters
21.8299999237061,0,0,0,0,0,100,1.37009787559509,503.841125488281
36.9900016784668,8,0,0,4,0,81,1.21435546875,512.665344238281
21.8299999237061,0,0,0,0,0,100,1.4040539264679,500.5439453125
43.5400009155273,32,0,0,2,0,52,0.210216969251633,575.879821777344
21.8299999237061,0,0,0,0,0,100,1.45769965648651,492.425323486328
2.86999988555908,10,0,0,0,0,61,NA,NA
9.69999980926514,1,0,0,9,0,53,NA,NA
29.2299995422363,16,0,0,0,36,46,4.55974674224854,742.576354980469
46.3199996948242,21,0,0,0,28,51,9.53440856933594,1214.12133789062
141.210006713867,18,0,0,0,82,0,14.3080625534058,41.1550712585449
356.209991455078,55,0,0,0,45,0,-4.46616172790527,480.901092529297
6.98000001907349,6,0,0,1,0,62,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
6.15000009536743,5,0,0,8,39,13,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
15.3999996185303,7,0,0,5,0,53,-0.275297284126282,1960.87512207031
84.2399978637695,75,0,0,0,0,25,-1.69452786445618,1319.85791015625
43.5400009155273,32,0,0,2,0,52,10.8382596969604,513.872131347656
33.9599990844727,67,0,0,1,10,22,-0.722097992897034,1204.89721679688
56.5200004577637,0,0,0,0,1,99,0.708932638168335,526.792724609375
36.9900016784668,8,0,0,4,0,81,1.25246119499207,511.221832275391
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.07885408401489,517.740661621094
24.6299991607666,1,0,0,9,4,57,2.08353590965271,1034.95495605469
16.6900005340576,4,0,0,2,2,55,1.75527584552765,1042.36291503906
24.6299991607666,1,0,0,9,4,57,26.2766952514648,247.212890625
207.960006713867,0,0,0,0,100,0,0.328121036291122,608.384948730469
213.5,0,0,0,0,100,0,4.2847752571106,349.154357910156
207.960006713867,0,0,0,0,100,0,0.327803999185562,607.72265625
105.629997253418,0,0,0,5,0,48,NA,NA
105.629997253418,0,0,0,5,0,48,NA,NA
223.679992675781,6,0,0,0,5,89,23.4453029632568,607.650390625
212.440002441406,0,0,0,0,100,0,6.28590774536133,578.075927734375
207.960006713867,0,0,0,0,100,0,6.24636650085449,573.660827636719
181.330001831055,0,0,0,0,100,0,4.56397247314453,393.521575927734
321.260009765625,4,0,0,0,77,19,3.86258459091187,644.6962890625
212.440002441406,0,0,0,0,100,0,6.303870677948,577.858642578125
296.839996337891,0,0,100,0,0,0,12.8678903579712,1075.61987304688
212.440002441406,0,0,0,0,100,0,8.84250354766846,709.799621582031
206.5,0,0,0,0,100,0,21.4042358398438,854.113342285156
273.109985351562,1,0,6,2,86,5,4.37466526031494,447.869598388672
NA,NA,NA,NA,NA,NA,NA,NA,NA
213.5,0,0,0,0,100,0,4.26562643051147,350.430999755859
207.990005493164,0,0,0,0,100,0,-7.38995552062988,1137.41735839844
204.199996948242,0,0,0,0,100,0,-3.82335352897644,231.139678955078
34.5900001525879,0,0,68,3,29,0,13.12340259552,227.725280761719
49.9199981689453,0,0,49,13,18,20,19.6979351043701,226.381240844727
15.3999996185303,7,0,0,5,0,53,NA,NA
313.079986572266,94,0,6,0,0,0,9.62852096557617,1398.76513671875
299.950012207031,52,0,48,0,0,0,21.0968360900879,1825.43786621094
203.199996948242,0,0,0,0,99,1,-9.2942943572998,1129.56481933594
197.289993286133,0,0,0,0,100,0,-9.33642673492432,1136.66735839844
228.970001220703,87,0,13,0,0,0,3.49180388450623,910.781066894531
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
35.7200012207031,44,0,0,4,0,30,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
43.5400009155273,32,0,0,2,0,52,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
420,1,0,2,0,97,0,9.25357437133789,429.275604248047
425.540008544922,0,0,0,0,100,0,-8.84155941009521,264.265625
420,1,0,2,0,97,0,-1.89447915554047,1158.19543457031
583.450012207031,0,0,0,0,100,0,-16.2076683044434,317.956451416016
307.869995117188,0,90,0,0,0,0,14.4240684509277,16.2224159240723
473.160003662109,2,0,0,3,95,0,21.2983207702637,234.261505126953
575.460021972656,0,0,1,0,99,0,-7.33141660690308,114.022270202637
486.380004882812,0,0,0,0,100,0,-7.69814777374268,157.846649169922
143.75,2,0,0,0,78,20,-1.30405604839325,1094.10095214844
607.409973144531,0,0,1,2,97,0,-4.61273527145386,258.439483642578
891.890014648438,0,100,0,0,0,0,10.6562747955322,26.6290130615234
443.920013427734,0,61,0,0,0,39,23.9893779754639,18.0810813903809
721.599975585938,0,100,0,0,0,0,NA,NA
823.780029296875,0,100,0,0,0,0,NA,NA
721.599975585938,0,100,0,0,0,0,NA,NA
1226.93994140625,0,100,0,0,0,0,NA,NA
901.440002441406,0,100,0,0,0,0,NA,NA
502.100006103516,0,98,0,0,0,0,NA,NA
1593.4599609375,0,25,0,69,1,5,22.7921829223633,619.007385253906
692.77001953125,0,100,0,0,0,0,28.110294342041,59.3426132202148
691.640014648438,0,96,0,0,0,4,28.0146961212158,61.9949569702148
692.77001953125,0,100,0,0,0,0,21.8129959106445,71.0681533813477
816.059997558594,0,100,0,0,0,0,20.965747833252,117.740524291992
639.260009765625,0,100,0,0,0,0,21.9725799560547,69.0941467285156
914.599975585938,0,100,0,0,0,0,15.662766456604,33.5676307678223
692.77001953125,0,100,0,0,0,0,15.4534149169922,30.3899784088135
610.049987792969,0,100,0,0,0,0,16.1239147186279,32.7062149047852
639.260009765625,0,100,0,0,0,0,9.2503719329834,136.450347900391
498.470001220703,0,100,0,0,0,0,9.54950141906738,272.431396484375
769.219970703125,0,98,0,0,0,2,30.1458415985107,38.5367546081543
498.470001220703,0,100,0,0,0,0,9.51134395599365,271.212249755859
429.5,0,14,0,0,3,83,30.0816745758057,292.186645507812
366.799987792969,0,9,0,0,0,91,22.1706142425537,78.3492813110352
323.380004882812,0,68,0,0,6,26,22.3560848236084,103.187965393066
1210.19995117188,0,85,0,0,0,8,NA,NA
366.799987792969,0,9,0,0,0,91,11.7123994827271,112.233551025391
1203.17004394531,0,95,0,0,0,3,NA,NA
326.790008544922,0,11,0,0,0,89,6.48834323883057,68.0663681030273
2207.76000976562,0,27,19,54,0,0,0.963490009307861,134.515289306641
27.2800006866455,0,0,0,0,100,0,24.4724674224854,-1.8758293390274
241.520004272461,0,0,35,54,4,7,7.74002265930176,703.574157714844
431.970001220703,0,0,98,0,2,0,7.75705528259277,1573.36022949219
27.7999992370605,0,0,11,33,4,52,14.3912105560303,24.213321685791
464.920013427734,0,48,5,0,1,46,16.7257843017578,1430.04125976562
103.580001831055,0,70,0,0,30,0,11.6164932250977,5.03006315231323
1160.11999511719,0,97,3,0,0,0,10.7627286911011,1649.48645019531
19.2199993133545,0,16,0,0,43,0,NA,NA
224.589996337891,0,75,0,0,0,0,14.387001991272,66.5502014160156
1359.4599609375,0,96,4,0,0,0,10.1119976043701,1367.90100097656
1094.09997558594,0,95,0,5,0,0,5.32985734939575,66.8992614746094
391.380004882812,0,48,0,2,5,45,11.9358816146851,2570.833984375
1094.09997558594,0,95,0,5,0,0,7.36171913146973,275.984405517578
1094.09997558594,0,95,0,5,0,0,5.31081676483154,419.153411865234
1094.09997558594,0,95,0,5,0,0,7.2477707862854,274.111999511719
799.739990234375,0,100,0,0,0,0,21.2565956115723,105.38542175293
691.640014648438,0,96,0,0,0,4,10.8002586364746,188.969909667969
928.77001953125,0,100,0,0,0,0,15.6089763641357,38.397289276123
NA,NA,NA,NA,NA,NA,NA,NA,NA
1389.36999511719,0,62,0,0,0,38,7.21619129180908,338.953552246094
1213.02001953125,0,99,0,0,0,0,9.41507148742676,549.923461914062
1218.31005859375,0,100,0,0,0,0,5.84256267547607,154.641464233398
1222.06994628906,0,100,0,0,0,0,8.61614513397217,185.677947998047
1351.78002929688,0,94,0,0,0,6,10.3722257614136,44.6332359313965
1227.42004394531,0,100,0,0,0,0,5.8368239402771,153.554473876953
257.760009765625,0,70,0,0,2,0,27.5642375946045,-3.89000535011292
1158.59997558594,0,100,0,0,0,0,15.7859773635864,37.2830543518066
1239.51000976562,0,100,0,0,0,0,25.9351501464844,536.7421875
1712.21997070312,0,0,0,100,0,0,0.849850416183472,300.780029296875
979.609985351562,0,99,0,0,0,0,12.22425365448,336.973724365234
2272.6298828125,0,0,2,98,0,0,7.16701030731201,607.280639648438
122.680000305176,0,0,0,0,21,79,-4.15913867950439,913.721130371094
18.6299991607666,0,0,0,0,0,100,6.25365209579468,567.968200683594
166.350006103516,0,0,0,0,98,2,15.8890027999878,1168.365234375
422.109985351562,3,0,0,0,97,0,10.2722177505493,641.181579589844
264.570007324219,16,0,0,0,84,0,-0.870907247066498,1314.994140625
