sequenceID,URL,division,country,host,state,strain,collection_data,authors
JX015523,,TX/El-Paso,United-States,Mosquito-Culex,TX,SW03,2010-08-31,Mann et al
MF175866,,TX/El-Paso,United-States,Mosquito-Culex,TX,SW03,2014-09-09,Aroh et al
MG004540,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,SW03,2015-05-12,Hepp et al
MG004533,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,SW03,2014-06-03,Hepp et al
KR348933,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2008-03-10,Duggal et al
KJ501113,,CA,United-States,Mosquito-Culex,CA,SW03,2008-09-04,Newman et al
KR348928,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2007-10-07,Duggal et al
KJ501108,,CA,United-States,Mosquito-Culex,CA,SW03,2007-07-10,Newman et al
KR348934,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2007-09-18,Duggal et al
KJ501114,,CA,United-States,Mosquito-Culex,CA,SW03,2007-09-18,Newman et al
KR348932,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2007-09-18,Duggal et al
KJ501112,,CA,United-States,Mosquito-Culex,CA,SW03,2007-09-18,Newman et al
MG004537,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,SW03,2014-08-28,Hepp et al
W062,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-07-17,WestNile4K
W538,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-07-14,WestNile4K
W053,,CA/San-Diego,United-States,Bird-other,CA,SW03,2009-12-09,WestNile4K
W070,,CA/San-Diego,United-States,Mosquito,CA,SW03,2014-11-07,WestNile4K
W078,,CA/San-Diego,United-States,Mosquito,CA,SW03,2015-07-10,WestNile4K
W014,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2014-10-31,WestNile4K
W552,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-06-05,WestNile4K
W104,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-02,WestNile4K
W587,,CA/San-Diego,United-States,Bird,CA,SW03,2016-04-12,WestNile4K
W101,,CA/San-Diego,United-States,Bird,CA,SW03,2015-08-31,WestNile4K
W589,,CA/San-Diego,United-States,Bird,CA,SW03,2016-04-22,WestNile4K
W076,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-04-16,WestNile4K
W549,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-04-16,WestNile4K
W543,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-11-10,WestNile4K
W111,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2016-02-04,WestNile4K
W563,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-08-25,WestNile4K
W084,,CA/San-Diego,United-States,Bird,CA,SW03,2015-08-18,WestNile4K
W554,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-07-02,WestNile4K
W015,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2015-08-21,WestNile4K
W085,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2015-08-21,WestNile4K
W065,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-09-25,WestNile4K
W568,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-10,WestNile4K
W582,,CA/San-Diego,United-States,Bird,CA,SW03,2015-12-11,WestNile4K
W576,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-07,WestNile4K
W090,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2015-10-02,WestNile4K
W569,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-22,WestNile4K
W067,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-10-03,WestNile4K
W541,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-09-29,WestNile4K
W583,,CA/San-Diego,United-States,Bird,CA,SW03,2015-12-28,WestNile4K
W016,,CA/San-Diego,United-States,Mosquito,CA,SW03,2016-05-17,WestNile4K
W173,,CA/Ventura,United-States,Bird,CA,SW03,2017-08-28,WestNile4K
W082,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2015-08-14,WestNile4K
W561,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-08-19,WestNile4K
W573,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-01,WestNile4K
W555,,CA/San-Diego,United-States,Bird-other,CA,SW03,2015-07-09,WestNile4K
W567,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-10,WestNile4K
W009,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-02,WestNile4K
W086,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2015-08-28,WestNile4K
W581,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-11-17,WestNile4K
W577,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-10,WestNile4K
W566,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-08,WestNile4K
W557,,CA/San-Diego,United-States,Bird-other,CA,SW03,2015-07-28,WestNile4K
W551,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-05-11,WestNile4K
W565,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-03,WestNile4K
W584,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2016-02-28,WestNile4K
W585,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2016-02-29,WestNile4K
W562,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-08-24,WestNile4K
W570,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-22,WestNile4K
W571,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-22,WestNile4K
W077,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-05-13,WestNile4K
W061,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-08-06,WestNile4K
W075,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-12-18,WestNile4K
W066,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-10-03,WestNile4K
W109,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-11-10,WestNile4K
W074,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-12-18,WestNile4K
W548,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-12-16,WestNile4K
W546,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-12-18,WestNile4K
W547,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-12-18,WestNile4K
W108,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-11-10,WestNile4K
W595,,CA/San-Diego,United-States,Bird,CA,SW03,2017-09-11,WestNile4K
W575,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-06,WestNile4K
W080,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2015-07-10,WestNile4K
W079,,CA/San-Diego,United-States,Mosquito,CA,SW03,2015-07-10,WestNile4K
W063,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-08-13,WestNile4K
W010,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2016-08-16,WestNile4K
W560,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-08-17,WestNile4K
W540,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-09-23,WestNile4K
W069,,CA/San-Diego,United-States,Mosquito-Culex,CA,SW03,2014-11-07,WestNile4K
W008,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-10-07,WestNile4K
W112,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2016-02-19,WestNile4K
W556,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-07-21,WestNile4K
W064,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-08-13,WestNile4K
W539,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-08-13,WestNile4K
W559,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-08-04,WestNile4K
W564,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-01,WestNile4K
W574,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-10-02,WestNile4K
W550,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-04-28,WestNile4K
W572,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2015-09-28,WestNile4K
W107,,CA/San-Diego,United-States,Bird-other,CA,SW03,2015-11-10,WestNile4K
W073,,CA/San-Diego,United-States,Bird-crow,CA,SW03,2014-11-17,WestNile4K
DQ431712,,AZ/Maricopa,United-States,Human,AZ,SW03,2004-08-02,Herring et al
DQ164201,,AZ/Yavapai,United-States,Human,AZ,SW03,2004-08-02,Davis et al
W633,,CA/Sacramento,United-States,Mosquito-Culex,CA,SW03,2004-09-18,WestNile4K
GQ507468,,TX/El-Paso,United-States,Human,TX,SW03,2005-08-03,Pybus et al
GQ507469,,NM/Dona-Ana,United-States,Human,NM,SW03,2005-09-01,Pybus et al
JF957174,,NV,United-States,Human,NV,SW03,2008-08-02,Anez et al
JF957176,,AZ,United-States,Human,AZ,SW03,2009-08-01,Anez et al
W259,,CA/Kern,United-States,Bird,CA,SW03,2005-06-27,WestNile4K
KR348948,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2004-08-17,Duggal et al
KJ501128,,CA,United-States,Mosquito-Culex,CA,SW03,2004-08-17,Newman et al
W121,,CA/Lassen,United-States,Bird,CA,SW03,2006-08-08,WestNile4K
KJ501485,,NV/Churchill,United-States,Bird-other,NV,SW03,2006-07-18,Newman et al
KJ501409,,MN,United-States,Bird-other,MN,SW03,2006-07-28,Newman et al
KJ501521,,NV,United-States,Bird-other,NV,SW03,2006-07-18,Newman et al
KR349014,,CA/Yolo,United-States,Mosquito-Culex,CA,SW03,2008-08-27,Duggal et al
W659,,CA/Sacramento,United-States,Mosquito-Culex,CA,SW03,2008-08-13,WestNile4K
W664,,CA/Sacramento,United-States,Mosquito,CA,SW03,2009-07-14,WestNile4K
W200,,CA/Fresno,United-States,Mosquito,CA,SW03,2012-08-15,WestNile4K
KR349019,,CA/Shasta,United-States,Mosquito-Culex,CA,SW03,2009-08-25,Duggal et al
W669,,CA/Sacramento,United-States,Mosquito-Culex,CA,SW03,2009-09-09,WestNile4K
KR348921,,CA/Contra-Costa,United-States,Mosquito-Culex,CA,SW03,2009-03-08,Duggal et al
KJ501101,,CA,United-States,Mosquito-Culex,CA,SW03,2009-08-03,Newman et al
KR348919,,CA/Contra-Costa,United-States,Mosquito-Culex,CA,SW03,2009-07-29,Duggal et al
KJ501099,,CA,United-States,Mosquito-Culex,CA,SW03,2009-07-29,Newman et al
W663,,CA/Sacramento,United-States,Mosquito-Culex,CA,SW03,2009-07-09,WestNile4K
KR348922,,CA/Contra-Costa,United-States,Mosquito-Culex,CA,SW03,2009-08-18,Duggal et al
KJ501102,,CA,United-States,Mosquito-Culex,CA,SW03,2009-08-18,Newman et al
W764,,CA/Yolo,United-States,Bird,CA,SW03,2015-07-26,WestNile4K
W012,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-10-28,WestNile4K
W068,,CA/San-Diego,United-States,Bird-other,CA,SW03,2014-10-28,WestNile4K
W392,,CA/Kern,United-States,Mosquito,CA,SW03,2007-08-15,WestNile4K
W117,,CA/Tulare,United-States,Bird,CA,SW03,2005-06-13,WestNile4K
W359,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-01,WestNile4K
W267,,CA/Kern,United-States,Bird-other,CA,SW03,2005-08-09,WestNile4K
W266,,CA/Kern,United-States,Bird-other,CA,SW03,2005-08-01,WestNile4K
W366,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-14,WestNile4K
W263,,CA/Kern,United-States,Bird-other,CA,SW03,2005-07-15,WestNile4K
W269,,CA/Kern,United-States,Bird-other,CA,SW03,2005-08-19,WestNile4K
W181,,CA/Fresno,United-States,Mosquito-Culex,CA,SW03,2007-07-20,WestNile4K
KR348977,,CA/Inyo,United-States,Mosquito-Culex,CA,SW03,2011-08-15,Duggal et al
KR348976,,CA/Inyo,United-States,Mosquito-Culex,CA,SW03,2011-07-18,Duggal et al
W666,,CA/Yolo,United-States,Mosquito-Culex,CA,SW03,2009-08-18,WestNile4K
W667,,CA/Sacramento,United-States,Mosquito-Culex,CA,SW03,2009-08-20,WestNile4K
W821,,CA/Sacramento,United-States,Bird-other,CA,SW03,2009-09-27,WestNile4K
W820,,CA/Sacramento,United-States,Bird-other,CA,SW03,2009-09-04,WestNile4K
W134,,CA/Kings,United-States,Bird-other,CA,SW03,2009-06-23,WestNile4K
W183,,CA/Tulare,United-States,Mosquito-Culex,CA,SW03,2008-09-10,WestNile4K
W411,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2009-09-04,WestNile4K
W186,,CA/Fresno,United-States,Mosquito-Culex,CA,SW03,2009-07-28,WestNile4K
W194,,CA/Tulare,United-States,Mosquito-Culex,CA,SW03,2012-08-29,WestNile4K
W191,,CA/Tulare,United-States,Mosquito-Culex,CA,SW03,2012-09-19,WestNile4K
W270,,CA/Kern,United-States,Bird-other,CA,SW03,2005-08-29,WestNile4K
W262,,CA/Kern,United-States,Bird-other,CA,SW03,2005-07-13,WestNile4K
W184,,CA/Stanislaus,United-States,Mosquito,CA,SW03,2008-09-10,WestNile4K
W363,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-06,WestNile4K
W381,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-08-04,WestNile4K
W279,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-14,WestNile4K
W383,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-08-04,WestNile4K
W275,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-01,WestNile4K
W371,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-11,WestNile4K
W378,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-21,WestNile4K
W300,,CA/Kern,United-States,Bird,CA,SW03,2008-03-14,WestNile4K
W293,,CA/Kern,United-States,Bird-other,CA,SW03,2007-07-05,WestNile4K
W395,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-15,WestNile4K
W376,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-21,WestNile4K
KR348992,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-09-22,Duggal et al
KJ501428,,WI,United-States,Bird-other,WI,SW03,2006-08-15,Newman et al
W380,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-08-04,WestNile4K
W274,,CA/Kern,United-States,Bird-other,CA,SW03,2006-07-31,WestNile4K
W283,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-30,WestNile4K
W277,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-03,WestNile4K
W374,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-21,WestNile4K
W272,,CA/Kern,United-States,Bird-other,CA,SW03,2006-07-13,WestNile4K
W278,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-09,WestNile4K
W276,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-02,WestNile4K
W297,,CA/Kern,United-States,Bird-other,CA,SW03,2007-07-12,WestNile4K
W393,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-15,WestNile4K
KR348986,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-14,Duggal et al
KR348989,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-11-09,Duggal et al
W391,,CA/Kern,United-States,Mosquito,CA,SW03,2007-08-15,WestNile4K
W286,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-14,WestNile4K
KR348990,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-09-13,Duggal et al
W290,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-25,WestNile4K
W289,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-25,WestNile4K
W291,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-29,WestNile4K
W292,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-29,WestNile4K
W377,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-21,WestNile4K
W296,,CA/Kern,United-States,Bird-other,CA,SW03,2007-07-09,WestNile4K
W287,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-20,WestNile4K
W397,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-17,WestNile4K
W375,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-21,WestNile4K
W379,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-21,WestNile4K
W382,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-08-04,WestNile4K
GQ507482,,AZ/Pima,United-States,Human,AZ,SW03,2006-09-03,Pybus et al
HM756677,,NM,United-States,Bird-other,NM,SW03,2005-08-01,Henn et al
JF703163,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2005-11-08,Andrade et al
KR348929,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2008-10-08,Duggal et al
KJ501109,,CA,United-States,Mosquito-Culex,CA,SW03,2008-07-11,Newman et al
KJ501106,,CA,United-States,Mosquito-Culex,CA,SW03,2008-06-13,Newman et al
KR348926,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2008-12-07,Duggal et al
JF957178,,NV,United-States,Human,NV,SW03,2009-08-01,Anez et al
KF704147,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,SW03,2010-08-01,Plante et al
KJ501236,,CA/Imperial,United-States,Bird-other,CA,SW03,2009-09-14,Newman et al
KR348944,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2010-09-14,Duggal et al
KJ501124,,CA,United-States,Mosquito-Culex,CA,SW03,2010-09-14,Newman et al
KR348940,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2010-08-06,Duggal et al
KJ501120,,CA,United-States,Mosquito-Culex,CA,SW03,2010-06-08,Newman et al
KR348937,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2010-08-06,Duggal et al
KJ501117,,CA,United-States,Mosquito-Culex,CA,SW03,2010-06-08,Newman et al
KJ501118,,CA,United-States,Mosquito-Culex,CA,SW03,2011-02-15,Newman et al
KR348938,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2011-02-15,Duggal et al
KR348941,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2011-08-30,Duggal et al
KJ501121,,CA,United-States,Mosquito-Culex,CA,SW03,2011-08-30,Newman et al
KJ501122,,CA,United-States,Mosquito-Culex,CA,SW03,2011-08-30,Newman et al
KR348942,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2011-08-30,Duggal et al
JF957161,,ID,United-States,Human,ID,SW03,2006-08-01,Anez et al
JF957162,,ID,United-States,Human,ID,SW03,2006-08-01,Anez et al
JF957172,,ID,United-States,Bird-other,ID,SW03,2007-08-01,Anez et al
JF957165,,ID,United-States,Human,ID,SW03,2006-08-01,Anez et al
JF957167,,NC,United-States,Human,NC,SW03,2006-08-01,Anez et al
JF957163,,ID,United-States,Human,ID,SW03,2006-08-01,Anez et al
JF957168,,ID,United-States,Human,ID,SW03,2007-08-01,Anez et al
JF957171,,ID,United-States,Bird-other,ID,SW03,2007-08-01,Anez et al
W0933,,OR/Benton,United-States,,OR,SW03,2010-08-01,WestNile4K
W0921,,WA/Kittitas,United-States,,WA,SW03,2015-08-01,WestNile4K
W0924,,WA/Grant,United-States,,WA,SW03,2015-08-01,WestNile4K
W0940,,WA/Grant,United-States,,WA,SW03,2016-08-02,WestNile4K
W0920,,WA/Grant,United-States,,WA,SW03,2015-08-01,WestNile4K
W0939,,WA/Grant,United-States,,WA,SW03,2015-08-01,WestNile4K
W0944,,OR/Umatilla,United-States,,OR,SW03,2017-08-01,WestNile4K
W0925,,WA/Spokane,United-States,,WA,SW03,2016-08-02,WestNile4K
W0947,,OR/Morrow,United-States,,OR,SW03,2018-08-01,WestNile4K
W0948,,OR/Umatilla,United-States,,OR,SW03,2018-08-01,WestNile4K
W0949,,OR/Morrow,United-States,,OR,SW03,2018-08-01,WestNile4K
W0938,,WA/Franklin,United-States,,WA,SW03,2015-08-01,WestNile4K
W0941,,WA/Grant,United-States,,WA,SW03,2016-08-02,WestNile4K
W0945,,WA/Grant,United-States,,WA,SW03,2017-08-01,WestNile4K
W824,,WA/Spokane,United-States,Mosquito-Culex,WA,SW03,2018-08-02,WestNile4K
W825,,WA/Spokane,United-States,Mosquito-Culex,WA,SW03,2018-08-08,WestNile4K
W0926,,WA/Spokane,United-States,,WA,SW03,2016-08-02,WestNile4K
W0931,,WA/Lincoln,United-States,,WA,SW03,2017-08-01,WestNile4K
W826,,WA/Pierce,United-States,Mosquito-Culex,WA,SW03,2018-08-14,WestNile4K
W829,,WA/Pierce,United-States,Mosquito-Culex,WA,SW03,2018-08-14,WestNile4K
W830,,WA/Spokane,United-States,Mosquito-Culex,WA,SW03,2018-08-25,WestNile4K
W827,,WA/Pierce,United-States,Mosquito-Culex,WA,SW03,2018-08-14,WestNile4K
W828,,WA/Pierce,United-States,Mosquito-Culex,WA,SW03,2018-08-14,WestNile4K
W252,,CA/Kern,United-States,Bird-other,CA,SW03,2004-08-06,WestNile4K
W258,,CA/Kern,United-States,Bird-other,CA,SW03,2005-06-24,WestNile4K
W271,,CA/Kern,United-States,Bird-other,CA,SW03,2005-09-01,WestNile4K
W367,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-14,WestNile4K
W357,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-09-24,WestNile4K
W347,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-11,WestNile4K
W354,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-14,WestNile4K
W264,,CA/Kern,United-States,Bird-other,CA,SW03,2005-07-26,WestNile4K
W256,,CA/Kern,United-States,Bird-other,CA,SW03,2004-09-09,WestNile4K
W365,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-14,WestNile4K
W360,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-01,WestNile4K
W261,,CA/Kern,United-States,Bird-other,CA,SW03,2005-07-10,WestNile4K
W361,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-01,WestNile4K
W362,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-06,WestNile4K
W368,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-07-19,WestNile4K
W358,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2005-06-21,WestNile4K
W265,,CA/Kern,United-States,Bird-other,CA,SW03,2005-07-28,WestNile4K
W273,,CA/Kern,United-States,Bird-other,CA,SW03,2006-07-21,WestNile4K
W285,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-13,WestNile4K
W370,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-11,WestNile4K
W182,,CA/Kings,United-States,Mosquito-Culex,CA,SW03,2007-07-20,WestNile4K
W373,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2006-07-14,WestNile4K
W280,,CA/Kern,United-States,Bird,CA,SW03,2006-08-15,WestNile4K
KR348955,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,SW03,2007-05-12,Duggal et al
W384,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-06-05,WestNile4K
GQ507484,,CA/Los-Angeles,United-States,Human,CA,SW03,2007-08-16,Pybus et al
KR348946,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,SW03,2008-07-25,Duggal et al
KJ501126,,CA,United-States,,CA,SW03,2007-01-01,Newman et al
W390,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-03,WestNile4K
W396,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-15,WestNile4K
KR348985,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-14,Duggal et al
W298,,CA/Kern,United-States,Bird-other,CA,SW03,2007-07-13,WestNile4K
KR348991,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-09-14,Duggal et al
KJ501168,,CA,United-States,Mosquito-Culex,CA,SW03,2007-09-14,Newman et al
W389,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-03,WestNile4K
W394,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-08-15,WestNile4K
W385,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-06-06,WestNile4K
W295,,CA/Kern,United-States,Bird-other,CA,SW03,2007-07-09,WestNile4K
W284,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-07,WestNile4K
W388,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-06-22,WestNile4K
W294,,CA/Kern,United-States,Bird-other,CA,SW03,2007-07-09,WestNile4K
W386,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-06-08,WestNile4K
W288,,CA/Kern,United-States,Bird-other,CA,SW03,2007-06-22,WestNile4K
W387,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2007-06-15,WestNile4K
W281,,CA/Kern,United-States,Bird-other,CA,SW03,2006-08-17,WestNile4K
W302,,CA/Kern,United-States,Bird,CA,SW03,2008-07-24,WestNile4K
W311,,CA/Kern,United-States,Bird,CA,SW03,2009-07-23,WestNile4K
KR348987,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2008-10-10,Duggal et al
KR348988,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2008-12-10,Duggal et al
KR348978,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2008-06-28,Duggal et al
W402,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2009-07-14,WestNile4K
KR348931,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2009-01-09,Duggal et al
KJ501111,,CA,United-States,Mosquito-Culex,CA,SW03,2009-09-01,Newman et al
KR348930,,CA/Riverside,United-States,Mosquito-Culex,CA,SW03,2009-01-09,Duggal et al
KJ501110,,CA,United-States,Mosquito-Culex,CA,SW03,2009-09-01,Newman et al
W409,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2009-07-30,WestNile4K
W304,,CA/Kern,United-States,Bird-other,CA,SW03,2009-06-14,WestNile4K
W401,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2009-07-01,WestNile4K
