Elevation,Land_cover_forests,Land_cover_shrublands,Land_cover_savannas,Land_cover_grasslands,Land_cover_croplands,Land_cover_urban_areas,Temperature_interpolated_rasters,Precipitation_interpolated_rasters
47.0400009155273,5,0,0,0,11,82,1.34016942977905,505.365386962891
274.829986572266,15,0,0,0,85,0,NA,NA
289.410003662109,9,0,0,0,91,0,NA,NA
304.609985351562,31,0,0,0,69,0,NA,NA
253.470001220703,11,0,1,0,88,0,NA,NA
265.440002441406,26,0,1,0,73,0,NA,NA
145.429992675781,10,0,0,0,90,0,4.31832218170166,1242.41369628906
96.5400009155273,13,0,0,0,87,0,0.103192366659641,1748.14196777344
110.269996643066,19,0,0,0,9,72,5.9649076461792,419.008941650391
263.339996337891,77,0,0,0,23,0,NA,NA
225.330001831055,78,0,0,0,22,0,23.5022773742676,762.141235351562
56.5200004577637,0,0,0,0,1,99,0.628186821937561,528.9658203125
56.5200004577637,0,0,0,0,1,99,0.519703984260559,533.984558105469
56.5200004577637,0,0,0,0,1,99,0.428394377231598,536.081970214844
81.4300003051758,1,0,0,0,0,99,-0.175024256110191,531.486511230469
48,17,0,0,0,0,83,10.6452493667603,518.365600585938
48,17,0,0,0,0,83,18.2584819793701,2923.875
145,40,0,0,0,0,60,15.736647605896,1036.72229003906
40.5699996948242,0,0,0,0,1,99,21.0631122589111,1776.50170898438
100.900001525879,0,0,0,0,0,100,17.5195999145508,1043.79211425781
145,40,0,0,0,0,60,11.727237701416,212.579391479492
145,40,0,0,0,0,60,-0.247425451874733,895.189575195312
106.809997558594,37,0,0,0,10,53,9.06607818603516,254.394836425781
106.809997558594,37,0,0,0,10,53,11.0126533508301,1418.85009765625
8.39999961853027,0,0,0,9,0,86,21.530912399292,1029.13244628906
20.4599990844727,0,0,0,0,0,100,23.322847366333,436.336853027344
206.570007324219,67,0,5,0,28,0,15.575119972229,1116.4638671875
158.949996948242,34,0,1,2,37,26,23.269926071167,1863.82995605469
10.3999996185303,1,0,16,3,56,24,15.074315071106,632.905639648438
202.380004882812,60,0,0,0,40,0,17.7088584899902,2310.13159179688
295.579986572266,47,0,0,0,53,0,0.751578569412231,1314.17797851562
172.220001220703,38,0,0,0,62,0,4.71314525604248,565.844970703125
366.510009765625,64,0,0,0,36,0,-7.49515199661255,778.969482421875
257.899993896484,55,0,0,0,40,5,21.4518489837646,1134.45434570312
381.839996337891,96,0,0,4,0,0,7.67184543609619,691.897216796875
100.900001525879,0,0,0,0,0,100,-0.158038809895515,886.029663085938
465.260009765625,76,0,0,0,24,0,19.8791980743408,719.822814941406
100.900001525879,0,0,0,0,0,100,-0.165735214948654,887.877990722656
24.2299995422363,2,0,0,0,2,96,4.85278606414795,1272.78369140625
117.23999786377,16,0,0,0,0,84,19.4506912231445,2266.58325195312
151.350006103516,72,0,0,4,24,0,28.3043441772461,593.969909667969
21.2399997711182,31,0,0,8,55,0,19.9836463928223,2071.9091796875
1932.13000488281,0,0,0,94,0,6,19.9221668243408,382.549713134766
24.3899993896484,75,0,0,7,18,0,24.0016860961914,2967.78198242188
40.5699996948242,0,0,0,0,1,99,21.2018699645996,1136.71594238281
100.900001525879,0,0,0,0,0,100,17.562894821167,1048.1611328125
